state,jurisdiction,fipscode,office,candidate,party,votes,totalvotes,state_county,county,result
VT,COLCHESTER,5000714875.0,Senate,Scott Milne,Republican,2556,7830,VT COLCHESTER,Colchester County,0.3264367816091954
VT,CONCORD,5000915250.0,Senate,Patrick Leahy,Democrat,221,563,VT CONCORD,Concord County,0.3925399644760213
VT,CONCORD,5000915250.0,Senate,Scott Milne,Republican,298,563,VT CONCORD,Concord County,0.5293072824156305
VT,CORINTH,5001715700.0,Senate,Patrick Leahy,Democrat,356,680,VT CORINTH,Corinth County,0.5235294117647059
VT,CORINTH,5001715700.0,Senate,Scott Milne,Republican,282,680,VT CORINTH,Corinth County,0.4147058823529412
VT,CORNWALL,5000116000.0,Senate,Patrick Leahy,Democrat,537,744,VT CORNWALL,Cornwall County,0.7217741935483871
VT,CORNWALL,5000116000.0,Senate,Scott Milne,Republican,187,744,VT CORNWALL,Cornwall County,0.2513440860215054
VT,COVENTRY,5001916150.0,Senate,Patrick Leahy,Democrat,255,504,VT COVENTRY,Coventry County,0.5059523809523809
VT,COVENTRY,5001916150.0,Senate,Scott Milne,Republican,215,504,VT COVENTRY,Coventry County,0.42658730158730157
VT,CRAFTSBURY,5001916300.0,Senate,Patrick Leahy,Democrat,440,675,VT CRAFTSBURY,Craftsbury County,0.6518518518518519
VT,CRAFTSBURY,5001916300.0,Senate,Scott Milne,Republican,189,675,VT CRAFTSBURY,Craftsbury County,0.28
VT,DANBY,5002116825.0,Senate,Patrick Leahy,Democrat,295,644,VT DANBY,Danby County,0.4580745341614907
VT,DANBY,5002116825.0,Senate,Scott Milne,Republican,299,644,VT DANBY,Danby County,0.4642857142857143
VT,DANVILLE,5000517125.0,Senate,Patrick Leahy,Democrat,713,1325,VT DANVILLE,Danville County,0.5381132075471698
VT,DANVILLE,5000517125.0,Senate,Scott Milne,Republican,575,1325,VT DANVILLE,Danville County,0.4339622641509434
VT,DERBY,5001917350.0,Senate,Patrick Leahy,Democrat,1073,2180,VT DERBY,Derby County,0.49220183486238533
VT,DERBY,5001917350.0,Senate,Scott Milne,Republican,980,2180,VT DERBY,Derby County,0.44954128440366975
VT,DORSET,5000317725.0,Senate,Patrick Leahy,Democrat,715,1185,VT DORSET,Dorset County,0.6033755274261603
VT,DORSET,5000317725.0,Senate,Scott Milne,Republican,409,1185,VT DORSET,Dorset County,0.34514767932489454
VT,DOVER,5002517875.0,Senate,Patrick Leahy,Democrat,431,778,VT DOVER,Dover County,0.5539845758354756
VT,DOVER,5002517875.0,Senate,Scott Milne,Republican,276,778,VT DOVER,Dover County,0.35475578406169667
VT,DUMMERSTON,5002518325.0,Senate,Patrick Leahy,Democrat,822,1141,VT DUMMERSTON,Dummerston County,0.7204206836108676
VT,DUMMERSTON,5002518325.0,Senate,Scott Milne,Republican,232,1141,VT DUMMERSTON,Dummerston County,0.203330411919369
VT,DUXBURY,5002318550.0,Senate,Patrick Leahy,Democrat,455,778,VT DUXBURY,Duxbury County,0.5848329048843187
VT,DUXBURY,5002318550.0,Senate,Scott Milne,Republican,280,778,VT DUXBURY,Duxbury County,0.35989717223650386
VT,EAST HAVEN,5000921250.0,Senate,Patrick Leahy,Democrat,75,144,VT EAST HAVEN,East haven County,0.5208333333333334
VT,EAST HAVEN,5000921250.0,Senate,Scott Milne,Republican,60,144,VT EAST HAVEN,East haven County,0.4166666666666667
VT,EAST MONTPELIER,5002321925.0,Senate,Patrick Leahy,Democrat,1097,1602,VT EAST MONTPELIER,East montpelier County,0.684769038701623
VT,EAST MONTPELIER,5002321925.0,Senate,Scott Milne,Republican,429,1602,VT EAST MONTPELIER,East montpelier County,0.26779026217228463
VT,EDEN,5001523500.0,Senate,Patrick Leahy,Democrat,272,553,VT EDEN,Eden County,0.4918625678119349
VT,EDEN,5001523500.0,Senate,Scott Milne,Republican,247,553,VT EDEN,Eden County,0.44665461121157324
VT,ELMORE,5001523725.0,Senate,Patrick Leahy,Democrat,358,546,VT ELMORE,Elmore County,0.6556776556776557
VT,ELMORE,5001523725.0,Senate,Scott Milne,Republican,168,546,VT ELMORE,Elmore County,0.3076923076923077
VT,ENOSBURGH,5001123875.0,Senate,Patrick Leahy,Democrat,715,1198,VT ENOSBURGH,Enosburgh County,0.5968280467445742
VT,ENOSBURGH,5001123875.0,Senate,Scott Milne,Republican,401,1198,VT ENOSBURGH,Enosburgh County,0.3347245409015025
VT,ESSEX,5000724175.0,Senate,Patrick Leahy,Democrat,7282,11187,VT ESSEX,Essex County,0.6509341199606686
VT,ESSEX,5000724175.0,Senate,Scott Milne,Republican,3528,11187,VT ESSEX,Essex County,0.3153660498793242
VT,FAIR HAVEN,5002125375.0,Senate,Patrick Leahy,Democrat,574,1143,VT FAIR HAVEN,Fair haven County,0.5021872265966754
VT,FAIR HAVEN,5002125375.0,Senate,Scott Milne,Republican,506,1143,VT FAIR HAVEN,Fair haven County,0.4426946631671041
VT,FAIRFAX,5001124925.0,Senate,Patrick Leahy,Democrat,1286,2407,VT FAIRFAX,Fairfax County,0.5342750311591192
VT,FAIRFAX,5001124925.0,Senate,Scott Milne,Republican,1023,2407,VT FAIRFAX,Fairfax County,0.42501038637307853
VT,FAIRFIELD,5001125225.0,Senate,Patrick Leahy,Democrat,585,940,VT FAIRFIELD,Fairfield County,0.6223404255319149
VT,FAIRFIELD,5001125225.0,Senate,Scott Milne,Republican,320,940,VT FAIRFIELD,Fairfield County,0.3404255319148936
VT,FAIRLEE,5001725675.0,Senate,Patrick Leahy,Democrat,346,561,VT FAIRLEE,Fairlee County,0.6167557932263814
VT,FAIRLEE,5001725675.0,Senate,Scott Milne,Republican,185,561,VT FAIRLEE,Fairlee County,0.32976827094474154
VT,FAYSTON,5002325825.0,Senate,Patrick Leahy,Democrat,584,827,VT FAYSTON,Fayston County,0.7061668681983071
VT,FAYSTON,5002325825.0,Senate,Scott Milne,Republican,201,827,VT FAYSTON,Fayston County,0.2430471584038694
VT,FERRISBURGH,5000126275.0,Senate,Patrick Leahy,Democrat,973,1616,VT FERRISBURGH,Ferrisburgh County,0.6021039603960396
VT,FERRISBURGH,5000126275.0,Senate,Scott Milne,Republican,594,1616,VT FERRISBURGH,Ferrisburgh County,0.36757425742574257
VT,FLETCHER,5001126500.0,Senate,Patrick Leahy,Democrat,414,698,VT FLETCHER,Fletcher County,0.5931232091690545
VT,FLETCHER,5001126500.0,Senate,Scott Milne,Republican,248,698,VT FLETCHER,Fletcher County,0.3553008595988539
VT,FRANKLIN,5001127100.0,Senate,Patrick Leahy,Democrat,305,629,VT FRANKLIN,Franklin County,0.4848966613672496
VT,FRANKLIN,5001127100.0,Senate,Scott Milne,Republican,304,629,VT FRANKLIN,Franklin County,0.48330683624801274
VT,GEORGIA,5001127700.0,Senate,Patrick Leahy,Democrat,1224,2412,VT GEORGIA,Georgia County,0.5074626865671642
VT,GEORGIA,5001127700.0,Senate,Scott Milne,Republican,1086,2412,VT GEORGIA,Georgia County,0.4502487562189055
VT,GLOVER,5001928075.0,Senate,Patrick Leahy,Democrat,317,585,VT GLOVER,Glover County,0.5418803418803418
VT,GLOVER,5001928075.0,Senate,Scott Milne,Republican,232,585,VT GLOVER,Glover County,0.39658119658119656
VT,GOSHEN,5000128600.0,Senate,Patrick Leahy,Democrat,75,125,VT GOSHEN,Goshen County,0.6
VT,GOSHEN,5000128600.0,Senate,Scott Milne,Republican,41,125,VT GOSHEN,Goshen County,0.328
VT,GRAFTON,5002528900.0,Senate,Patrick Leahy,Democrat,212,387,VT GRAFTON,Grafton County,0.5478036175710594
VT,GRAFTON,5002528900.0,Senate,Scott Milne,Republican,137,387,VT GRAFTON,Grafton County,0.35400516795865633
VT,GRANBY,5000929125.0,Senate,Patrick Leahy,Democrat,27,41,VT GRANBY,Granby County,0.6585365853658537
VT,GRANBY,5000929125.0,Senate,Scott Milne,Republican,13,41,VT GRANBY,Granby County,0.3170731707317073
VT,GRAND ISLE,5001329275.0,Senate,Patrick Leahy,Democrat,676,1179,VT GRAND ISLE,Grand isle County,0.5733672603901612
VT,GRAND ISLE,5001329275.0,Senate,Scott Milne,Republican,457,1179,VT GRAND ISLE,Grand isle County,0.38761662425784565
VT,GRANVILLE,5000129575.0,Senate,Patrick Leahy,Democrat,98,147,VT GRANVILLE,Granville County,0.6666666666666666
VT,GRANVILLE,5000129575.0,Senate,Scott Milne,Republican,36,147,VT GRANVILLE,Granville County,0.24489795918367346
VT,GREENSBORO,5001930175.0,Senate,Patrick Leahy,Democrat,291,423,VT GREENSBORO,Greensboro County,0.6879432624113475
VT,GREENSBORO,5001930175.0,Senate,Scott Milne,Republican,117,423,VT GREENSBORO,Greensboro County,0.2765957446808511
VT,GROTON,5000530550.0,Senate,Patrick Leahy,Democrat,199,483,VT GROTON,Groton County,0.41200828157349895
VT,GROTON,5000530550.0,Senate,Scott Milne,Republican,257,483,VT GROTON,Groton County,0.5320910973084886
VT,GUILDHALL,5000930775.0,Senate,Patrick Leahy,Democrat,64,144,VT GUILDHALL,Guildhall County,0.4444444444444444
VT,GUILDHALL,5000930775.0,Senate,Scott Milne,Republican,72,144,VT GUILDHALL,Guildhall County,0.5
VT,GUILFORD,5002530925.0,Senate,Patrick Leahy,Democrat,773,1137,VT GUILFORD,Guilford County,0.6798592788038699
VT,GUILFORD,5002530925.0,Senate,Scott Milne,Republican,254,1137,VT GUILFORD,Guilford County,0.2233948988566403
VT,HALIFAX,5002531150.0,Senate,Patrick Leahy,Democrat,210,420,VT HALIFAX,Halifax County,0.5
VT,HALIFAX,5002531150.0,Senate,Scott Milne,Republican,162,420,VT HALIFAX,Halifax County,0.38571428571428573
VT,HANCOCK,5000131525.0,Senate,Patrick Leahy,Democrat,84,157,VT HANCOCK,Hancock County,0.535031847133758
VT,HANCOCK,5000131525.0,Senate,Scott Milne,Republican,64,157,VT HANCOCK,Hancock County,0.40764331210191085
VT,HARDWICK,5000531825.0,Senate,Patrick Leahy,Democrat,784,1381,VT HARDWICK,Hardwick County,0.5677045619116582
VT,HARDWICK,5000531825.0,Senate,Scott Milne,Republican,514,1381,VT HARDWICK,Hardwick County,0.3721940622737147
VT,HARTFORD,5002732275.0,Senate,Patrick Leahy,Democrat,3220,5121,VT HARTFORD,Hartford County,0.6287834407342316
VT,HARTFORD,5002732275.0,Senate,Scott Milne,Republican,1611,5121,VT HARTFORD,Hartford County,0.3145869947275923
VT,HARTLAND,5002732425.0,Senate,Patrick Leahy,Democrat,1189,1920,VT HARTLAND,Hartland County,0.6192708333333333
VT,HARTLAND,5002732425.0,Senate,Scott Milne,Republican,616,1920,VT HARTLAND,Hartland County,0.32083333333333336
VT,HIGHGATE,5001133025.0,Senate,Patrick Leahy,Democrat,666,1380,VT HIGHGATE,Highgate County,0.4826086956521739
VT,HIGHGATE,5001133025.0,Senate,Scott Milne,Republican,651,1380,VT HIGHGATE,Highgate County,0.4717391304347826
VT,HINESBURG,5000733475.0,Senate,Patrick Leahy,Democrat,1823,2665,VT HINESBURG,Hinesburg County,0.6840525328330206
VT,HINESBURG,5000733475.0,Senate,Scott Milne,Republican,736,2665,VT HINESBURG,Hinesburg County,0.276172607879925
VT,HOLLAND,5001933775.0,Senate,Patrick Leahy,Democrat,103,299,VT HOLLAND,Holland County,0.34448160535117056
VT,HOLLAND,5001933775.0,Senate,Scott Milne,Republican,166,299,VT HOLLAND,Holland County,0.5551839464882943
VT,HUBBARDTON,5002134450.0,Senate,Patrick Leahy,Democrat,192,386,VT HUBBARDTON,Hubbardton County,0.49740932642487046
VT,HUBBARDTON,5002134450.0,Senate,Scott Milne,Republican,168,386,VT HUBBARDTON,Hubbardton County,0.43523316062176165
VT,HUNTINGTON,5000734600.0,Senate,Patrick Leahy,Democrat,898,1235,VT HUNTINGTON,Huntington County,0.7271255060728745
VT,HUNTINGTON,5000734600.0,Senate,Scott Milne,Republican,271,1235,VT HUNTINGTON,Huntington County,0.2194331983805668
VT,HYDE PARK,5001535050.0,Senate,Patrick Leahy,Democrat,910,1535,VT HYDE PARK,Hyde park County,0.5928338762214984
VT,HYDE PARK,5001535050.0,Senate,Scott Milne,Republican,555,1535,VT HYDE PARK,Hyde park County,0.36156351791530944
VT,IRA,5002135425.0,Senate,Patrick Leahy,Democrat,111,242,VT IRA,Ira County,0.45867768595041325
VT,IRA,5002135425.0,Senate,Scott Milne,Republican,123,242,VT IRA,Ira County,0.5082644628099173
VT,IRASBURG,5001935575.0,Senate,Patrick Leahy,Democrat,245,560,VT IRASBURG,Irasburg County,0.4375
VT,IRASBURG,5001935575.0,Senate,Scott Milne,Republican,292,560,VT IRASBURG,Irasburg County,0.5214285714285715
VT,ISLE LA MOTTE,5001335875.0,Senate,Patrick Leahy,Democrat,148,298,VT ISLE LA MOTTE,Isle la motte County,0.4966442953020134
VT,ISLE LA MOTTE,5001335875.0,Senate,Scott Milne,Republican,133,298,VT ISLE LA MOTTE,Isle la motte County,0.4463087248322148
VT,JAMAICA,5002536175.0,Senate,Patrick Leahy,Democrat,309,504,VT JAMAICA,Jamaica County,0.6130952380952381
VT,JAMAICA,5002536175.0,Senate,Scott Milne,Republican,141,504,VT JAMAICA,Jamaica County,0.27976190476190477
VT,JAY,5001936325.0,Senate,Patrick Leahy,Democrat,134,238,VT JAY,Jay County,0.5630252100840336
VT,JAY,5001936325.0,Senate,Scott Milne,Republican,72,238,VT JAY,Jay County,0.3025210084033613
VT,JERICHO,5000736700.0,Senate,Patrick Leahy,Democrat,2115,3294,VT JERICHO,Jericho County,0.6420765027322405
VT,JERICHO,5000736700.0,Senate,Scott Milne,Republican,1062,3294,VT JERICHO,Jericho County,0.3224043715846995
VT,JOHNSON,5001537075.0,Senate,Patrick Leahy,Democrat,774,1305,VT JOHNSON,Johnson County,0.593103448275862
VT,JOHNSON,5001537075.0,Senate,Scott Milne,Republican,420,1305,VT JOHNSON,Johnson County,0.3218390804597701
VT,KILLINGTON,5002137685.0,Senate,Patrick Leahy,Democrat,357,655,VT KILLINGTON,Killington County,0.5450381679389313
VT,KILLINGTON,5002137685.0,Senate,Scott Milne,Republican,254,655,VT KILLINGTON,Killington County,0.38778625954198476
VT,KIRBY,5000537900.0,Senate,Patrick Leahy,Democrat,142,260,VT KIRBY,Kirby County,0.5461538461538461
VT,KIRBY,5000537900.0,Senate,Scott Milne,Republican,106,260,VT KIRBY,Kirby County,0.4076923076923077
VT,LANDGROVE,5000339025.0,Senate,Patrick Leahy,Democrat,62,104,VT LANDGROVE,Landgrove County,0.5961538461538461
VT,LANDGROVE,5000339025.0,Senate,Scott Milne,Republican,39,104,VT LANDGROVE,Landgrove County,0.375
VT,LEICESTER,5000139325.0,Senate,Patrick Leahy,Democrat,258,492,VT LEICESTER,Leicester County,0.524390243902439
VT,LEICESTER,5000139325.0,Senate,Scott Milne,Republican,211,492,VT LEICESTER,Leicester County,0.42886178861788615
VT,LEMINGTON,5000939700.0,Senate,Patrick Leahy,Democrat,24,57,VT LEMINGTON,Lemington County,0.42105263157894735
VT,LEMINGTON,5000939700.0,Senate,Scott Milne,Republican,26,57,VT LEMINGTON,Lemington County,0.45614035087719296
VT,LINCOLN,5000140075.0,Senate,Patrick Leahy,Democrat,531,790,VT LINCOLN,Lincoln County,0.6721518987341772
VT,LINCOLN,5000140075.0,Senate,Scott Milne,Republican,210,790,VT LINCOLN,Lincoln County,0.26582278481012656
VT,LONDONDERRY,5002540225.0,Senate,Patrick Leahy,Democrat,529,928,VT LONDONDERRY,Londonderry County,0.5700431034482759
VT,LONDONDERRY,5002540225.0,Senate,Scott Milne,Republican,318,928,VT LONDONDERRY,Londonderry County,0.3426724137931034
VT,LOWELL,5001940525.0,Senate,Patrick Leahy,Democrat,183,424,VT LOWELL,Lowell County,0.43160377358490565
VT,LOWELL,5001940525.0,Senate,Scott Milne,Republican,215,424,VT LOWELL,Lowell County,0.5070754716981132
VT,LUDLOW,5002741275.0,Senate,Patrick Leahy,Democrat,577,1090,VT LUDLOW,Ludlow County,0.5293577981651376
VT,LUDLOW,5002741275.0,Senate,Scott Milne,Republican,408,1090,VT LUDLOW,Ludlow County,0.3743119266055046
VT,LUNENBURG,5000941425.0,Senate,Patrick Leahy,Democrat,232,547,VT LUNENBURG,Lunenburg County,0.42413162705667273
VT,LUNENBURG,5000941425.0,Senate,Scott Milne,Republican,277,547,VT LUNENBURG,Lunenburg County,0.506398537477148
VT,LYNDON,5000541725.0,Senate,Patrick Leahy,Democrat,986,2046,VT LYNDON,Lyndon County,0.48191593352883677
VT,LYNDON,5000541725.0,Senate,Scott Milne,Republican,927,2046,VT LYNDON,Lyndon County,0.4530791788856305
VT,MAIDSTONE,5000942475.0,Senate,Patrick Leahy,Democrat,56,112,VT MAIDSTONE,Maidstone County,0.5
VT,MAIDSTONE,5000942475.0,Senate,Scott Milne,Republican,52,112,VT MAIDSTONE,Maidstone County,0.4642857142857143
VT,MANCHESTER,5000342850.0,Senate,Patrick Leahy,Democrat,1404,2375,VT MANCHESTER,Manchester County,0.5911578947368421
VT,MANCHESTER,5000342850.0,Senate,Scott Milne,Republican,827,2375,VT MANCHESTER,Manchester County,0.34821052631578947
VT,MARLBORO,5002543375.0,Senate,Patrick Leahy,Democrat,436,567,VT MARLBORO,Marlboro County,0.7689594356261023
VT,MARLBORO,5002543375.0,Senate,Scott Milne,Republican,89,567,VT MARLBORO,Marlboro County,0.15696649029982362
VT,MARSHFIELD,5002343600.0,Senate,Patrick Leahy,Democrat,482,856,VT MARSHFIELD,Marshfield County,0.5630841121495327
VT,MARSHFIELD,5002343600.0,Senate,Scott Milne,Republican,317,856,VT MARSHFIELD,Marshfield County,0.3703271028037383
VT,MENDON,5002144125.0,Senate,Patrick Leahy,Democrat,322,645,VT MENDON,Mendon County,0.4992248062015504
VT,MENDON,5002144125.0,Senate,Scott Milne,Republican,301,645,VT MENDON,Mendon County,0.4666666666666667
VT,MIDDLEBURY,5000144350.0,Senate,Patrick Leahy,Democrat,2663,3629,VT MIDDLEBURY,Middlebury County,0.7338109672085974
VT,MIDDLEBURY,5000144350.0,Senate,Scott Milne,Republican,800,3629,VT MIDDLEBURY,Middlebury County,0.22044640396803528
VT,MIDDLESEX,5002344500.0,Senate,Patrick Leahy,Democrat,780,1115,VT MIDDLESEX,Middlesex County,0.6995515695067265
VT,MIDDLESEX,5002344500.0,Senate,Scott Milne,Republican,283,1115,VT MIDDLESEX,Middlesex County,0.2538116591928251
VT,MIDDLETOWN SPRINGS,5002144800.0,Senate,Patrick Leahy,Democrat,267,483,VT MIDDLETOWN SPRINGS,Middletown springs County,0.5527950310559007
VT,MIDDLETOWN SPRINGS,5002144800.0,Senate,Scott Milne,Republican,195,483,VT MIDDLETOWN SPRINGS,Middletown springs County,0.40372670807453415
VT,MILTON,5000745250.0,Senate,Patrick Leahy,Democrat,2662,5009,VT MILTON,Milton County,0.5314434018766221
VT,MILTON,5000745250.0,Senate,Scott Milne,Republican,2171,5009,VT MILTON,Milton County,0.43341984428029545
VT,MONKTON,5000145550.0,Senate,Patrick Leahy,Democrat,753,1200,VT MONKTON,Monkton County,0.6275
VT,MONKTON,5000145550.0,Senate,Scott Milne,Republican,405,1200,VT MONKTON,Monkton County,0.3375
VT,MONTGOMERY,5001145850.0,Senate,Patrick Leahy,Democrat,385,653,VT MONTGOMERY,Montgomery County,0.5895865237366003
VT,MONTGOMERY,5001145850.0,Senate,Scott Milne,Republican,210,653,VT MONTGOMERY,Montgomery County,0.3215926493108729
VT,MONTPELIER,5002346000.0,Senate,Patrick Leahy,Democrat,3767,4753,VT MONTPELIER,Montpelier County,0.7925520723753419
VT,MONTPELIER,5002346000.0,Senate,Scott Milne,Republican,728,4753,VT MONTPELIER,Montpelier County,0.15316642120765833
VT,MORETOWN,5002346225.0,Senate,Patrick Leahy,Democrat,696,1026,VT MORETOWN,Moretown County,0.6783625730994152
VT,MORETOWN,5002346225.0,Senate,Scott Milne,Republican,279,1026,VT MORETOWN,Moretown County,0.2719298245614035
VT,MORGAN,5001946450.0,Senate,Patrick Leahy,Democrat,125,335,VT MORGAN,Morgan County,0.373134328358209
VT,MORGAN,5001946450.0,Senate,Scott Milne,Republican,197,335,VT MORGAN,Morgan County,0.5880597014925373
VT,MORRISTOWN,5001546675.0,Senate,Patrick Leahy,Democrat,1702,2717,VT MORRISTOWN,Morristown County,0.6264262053735737
VT,MORRISTOWN,5001546675.0,Senate,Scott Milne,Republican,870,2717,VT MORRISTOWN,Morristown County,0.3202061096797939
VT,MOUNT HOLLY,5002147200.0,Senate,Patrick Leahy,Democrat,384,758,VT MOUNT HOLLY,Mount holly County,0.5065963060686016
VT,MOUNT HOLLY,5002147200.0,Senate,Scott Milne,Republican,316,758,VT MOUNT HOLLY,Mount holly County,0.41688654353562005
VT,MOUNT TABOR,5002147425.0,Senate,Patrick Leahy,Democrat,52,95,VT MOUNT TABOR,Mount tabor County,0.5473684210526316
VT,MOUNT TABOR,5002147425.0,Senate,Scott Milne,Republican,41,95,VT MOUNT TABOR,Mount tabor County,0.43157894736842106
VT,NEW HAVEN,5000148700.0,Senate,Patrick Leahy,Democrat,619,1071,VT NEW HAVEN,New haven County,0.5779645191409897
VT,NEW HAVEN,5000148700.0,Senate,Scott Milne,Republican,410,1071,VT NEW HAVEN,New haven County,0.3828197945845005
VT,NEWARK,5000547725.0,Senate,Patrick Leahy,Democrat,142,300,VT NEWARK,Newark County,0.47333333333333333
VT,NEWARK,5000547725.0,Senate,Scott Milne,Republican,125,300,VT NEWARK,Newark County,0.4166666666666667
VT,NEWBURY,5001748175.0,Senate,Patrick Leahy,Democrat,595,1066,VT NEWBURY,Newbury County,0.5581613508442776
VT,NEWBURY,5001748175.0,Senate,Scott Milne,Republican,406,1066,VT NEWBURY,Newbury County,0.3808630393996248
VT,NEWFANE,5002548400.0,Senate,Patrick Leahy,Democrat,684,991,VT NEWFANE,Newfane County,0.6902119071644803
VT,NEWFANE,5002548400.0,Senate,Scott Milne,Republican,218,991,VT NEWFANE,Newfane County,0.2199798183652876
VT,NEWPORT CITY,5001948850.0,Senate,Patrick Leahy,Democrat,797,1533,VT NEWPORT CITY,Newport city County,0.5198956294846706
VT,NEWPORT CITY,5001948850.0,Senate,Scott Milne,Republican,634,1533,VT NEWPORT CITY,Newport city County,0.4135681669928245
VT,NEWPORT TOWN,5001948925.0,Senate,Patrick Leahy,Democrat,312,697,VT NEWPORT TOWN,Newport town County,0.44763271162123386
VT,NEWPORT TOWN,5001948925.0,Senate,Scott Milne,Republican,341,697,VT NEWPORT TOWN,Newport town County,0.48923959827833574
VT,NORTH HERO,5001350650.0,Senate,Patrick Leahy,Democrat,338,624,VT NORTH HERO,North hero County,0.5416666666666666
VT,NORTH HERO,5001350650.0,Senate,Scott Milne,Republican,256,624,VT NORTH HERO,North hero County,0.41025641025641024
VT,NORTHFIELD,5002350275.0,Senate,Patrick Leahy,Democrat,1235,2200,VT NORTHFIELD,Northfield County,0.5613636363636364
VT,NORTHFIELD,5002350275.0,Senate,Scott Milne,Republican,837,2200,VT NORTHFIELD,Northfield County,0.38045454545454543
VT,NORTON,5000952750.0,Senate,Patrick Leahy,Democrat,35,83,VT NORTON,Norton County,0.42168674698795183
VT,NORTON,5000952750.0,Senate,Scott Milne,Republican,42,83,VT NORTON,Norton County,0.5060240963855421
VT,NORWICH,5002752900.0,Senate,Patrick Leahy,Democrat,1928,2299,VT NORWICH,Norwich County,0.8386254893431927
VT,NORWICH,5002752900.0,Senate,Scott Milne,Republican,297,2299,VT NORWICH,Norwich County,0.1291866028708134
VT,ORANGE,5001753425.0,Senate,Patrick Leahy,Democrat,211,535,VT ORANGE,Orange County,0.394392523364486
VT,ORANGE,5001753425.0,Senate,Scott Milne,Republican,298,535,VT ORANGE,Orange County,0.5570093457943925
VT,ORWELL,5000153725.0,Senate,Patrick Leahy,Democrat,307,649,VT ORWELL,Orwell County,0.47303543913713403
VT,ORWELL,5000153725.0,Senate,Scott Milne,Republican,318,649,VT ORWELL,Orwell County,0.4899845916795069
VT,PANTON,5000153950.0,Senate,Patrick Leahy,Democrat,178,342,VT PANTON,Panton County,0.52046783625731
VT,PANTON,5000153950.0,Senate,Scott Milne,Republican,150,342,VT PANTON,Panton County,0.43859649122807015
VT,PAWLET,5002154250.0,Senate,Patrick Leahy,Democrat,413,742,VT PAWLET,Pawlet County,0.5566037735849056
VT,PAWLET,5002154250.0,Senate,Scott Milne,Republican,282,742,VT PAWLET,Pawlet County,0.38005390835579517
VT,PEACHAM,5000554400.0,Senate,Patrick Leahy,Democrat,291,481,VT PEACHAM,Peacham County,0.604989604989605
VT,PEACHAM,5000554400.0,Senate,Scott Milne,Republican,168,481,VT PEACHAM,Peacham County,0.3492723492723493
VT,PERU,5000355000.0,Senate,Patrick Leahy,Democrat,145,229,VT PERU,Peru County,0.6331877729257642
VT,PERU,5000355000.0,Senate,Scott Milne,Republican,69,229,VT PERU,Peru County,0.30131004366812225
VT,PITTSFIELD,5002155450.0,Senate,Patrick Leahy,Democrat,153,290,VT PITTSFIELD,Pittsfield County,0.5275862068965518
VT,PITTSFIELD,5002155450.0,Senate,Scott Milne,Republican,117,290,VT PITTSFIELD,Pittsfield County,0.40344827586206894
VT,PITTSFORD,5002155600.0,Senate,Patrick Leahy,Democrat,746,1527,VT PITTSFORD,Pittsford County,0.4885396201702685
VT,PITTSFORD,5002155600.0,Senate,Scott Milne,Republican,720,1527,VT PITTSFORD,Pittsford County,0.4715127701375246
VT,PLAINFIELD,5002355825.0,Senate,Patrick Leahy,Democrat,444,673,VT PLAINFIELD,Plainfield County,0.6597325408618128
VT,PLAINFIELD,5002355825.0,Senate,Scott Milne,Republican,180,673,VT PLAINFIELD,Plainfield County,0.2674591381872214
VT,PLYMOUTH,5002756050.0,Senate,Patrick Leahy,Democrat,175,344,VT PLYMOUTH,Plymouth County,0.5087209302325582
VT,PLYMOUTH,5002756050.0,Senate,Scott Milne,Republican,147,344,VT PLYMOUTH,Plymouth County,0.4273255813953488
VT,POMFRET,5002756350.0,Senate,Patrick Leahy,Democrat,351,595,VT POMFRET,Pomfret County,0.5899159663865546
VT,POMFRET,5002756350.0,Senate,Scott Milne,Republican,219,595,VT POMFRET,Pomfret County,0.3680672268907563
VT,POULTNEY,5002156875.0,Senate,Patrick Leahy,Democrat,765,1428,VT POULTNEY,Poultney County,0.5357142857142857
VT,POULTNEY,5002156875.0,Senate,Scott Milne,Republican,565,1428,VT POULTNEY,Poultney County,0.3956582633053221
VT,POWNAL,5000357025.0,Senate,Patrick Leahy,Democrat,915,1599,VT POWNAL,Pownal County,0.5722326454033771
VT,POWNAL,5000357025.0,Senate,Scott Milne,Republican,510,1599,VT POWNAL,Pownal County,0.31894934333958724
VT,PROCTOR,5002157250.0,Senate,Patrick Leahy,Democrat,476,851,VT PROCTOR,Proctor County,0.5593419506462984
VT,PROCTOR,5002157250.0,Senate,Scott Milne,Republican,339,851,VT PROCTOR,Proctor County,0.3983548766157462
VT,PUTNEY,5002557700.0,Senate,Patrick Leahy,Democrat,989,1296,VT PUTNEY,Putney County,0.7631172839506173
VT,PUTNEY,5002557700.0,Senate,Scott Milne,Republican,196,1296,VT PUTNEY,Putney County,0.15123456790123457
VT,RANDOLPH,5001758075.0,Senate,Patrick Leahy,Democrat,1272,2258,VT RANDOLPH,Randolph County,0.5633303808680248
VT,RANDOLPH,5001758075.0,Senate,Scott Milne,Republican,857,2258,VT RANDOLPH,Randolph County,0.3795394154118689
VT,READING,5002758375.0,Senate,Patrick Leahy,Democrat,222,366,VT READING,Reading County,0.6065573770491803
VT,READING,5002758375.0,Senate,Scott Milne,Republican,132,366,VT READING,Reading County,0.36065573770491804
VT,READSBORO,5000358600.0,Senate,Patrick Leahy,Democrat,191,387,VT READSBORO,Readsboro County,0.4935400516795866
